Orbital Period (days),Eccentricity,BH mass (Msun),Companion mass (Msun),Age (Myr)
4215888.605412,0.403158,8.189707,1.223716,2375.613477
1225179.080876,0.661737,7.607058,0.100399,314.144999
5366010.131108,0.098936,7.350477,0.483609,2629.374760
7955459.693572,0.534503,8.236015,1.672402,855.064427
1.648086,0.047814,8.459925,1.946396,122.573185
2273738.680407,0.846803,7.406699,1.008258,7271.511244
2.864245,0.410647,6.618070,0.601112,7972.615184
1950606.328476,0.873217,12.070725,0.687966,8235.515389
2772188.957891,0.880687,8.093561,0.689524,2999.765948
362644.290924,0.349170,10.785849,0.630725,10097.656912
84336.803458,0.104977,10.677905,0.209486,8242.837915
11503.346949,0.852264,16.726344,0.189261,10552.145008
99688.286692,0.588178,8.331471,0.216307,5396.095098
5161863.769876,0.918076,7.805889,1.920620,442.380049
2840436.069710,0.742661,7.365769,0.241150,5235.603883
28107.804855,0.278031,11.526022,0.482594,9239.190709
0.121144,0.000000,3.102764,0.228481,10877.665012
102341.201591,0.194728,16.963299,0.838404,10304.699320
1370124.801147,0.504484,7.524575,0.440141,4024.905700
354610.504341,0.245566,7.471707,0.142724,4944.656422
8737352.610099,0.653768,7.331427,1.137831,5457.688574
1250409.015014,0.609575,7.391646,1.499292,2095.381032
212025.885625,0.688447,7.500843,0.113494,1383.118946
169674.944812,0.680462,7.486418,0.604431,7246.682576
5599.548115,0.080502,18.306350,0.675092,12101.764592
7479576.916020,0.780126,8.085549,1.312893,2706.153975
15650266.798567,0.570290,7.676489,0.248563,2311.330204
1836533.518071,0.896194,7.683893,0.544450,3023.880305
192687.224248,0.367262,8.087209,0.495537,5034.022391
16556618.724024,0.240396,7.930468,0.451742,4411.973520
2.240672,0.000000,8.448783,0.797207,10200.013427
89992.652618,0.744058,16.456240,0.817539,9867.679140
13.053661,0.053001,8.307805,1.013107,8227.025101
1313244.958005,0.841711,7.979835,0.999619,2864.070362
9381.748683,0.696183,19.931013,0.151007,12378.789456
133619.001028,0.577330,12.211747,0.673626,9192.670570
1417949.791903,0.831877,7.646768,0.895217,6975.657556
3185127.161532,0.792226,15.329060,0.438174,11551.402380
13883274.108000,0.973275,8.081454,0.317324,5144.595991
2.950944,0.000419,8.363657,0.689372,10144.075057
1157525.612948,0.527526,8.091781,0.846604,1896.974956
0.178338,0.000000,13.972886,0.028211,10586.928525
453241.637145,0.774763,7.539983,0.824192,6259.897380
228619.420649,0.594702,7.355749,2.208277,588.449953
843845.807039,0.876141,7.429669,0.598473,6877.036330
9140359.212407,0.187806,8.345906,0.980113,8485.876354
1561493.626215,0.849041,7.402906,1.006163,7998.899347
8337516.979127,0.841494,7.714156,0.650193,6359.541735
207313.185177,0.277697,8.064900,0.678927,7060.217253
723290.414532,0.559928,8.357503,1.569936,100.848656
384664.716420,0.465407,17.098954,0.454330,10556.550796
719512.646626,0.849965,14.684220,0.338876,10228.378808
2997949.136834,0.528333,7.946515,1.018563,6917.079353
1.507744,0.055382,7.890882,0.662414,7992.951493
3724416.286020,0.580535,8.419481,1.106497,7303.366070
1117969.712875,0.190608,8.031903,0.512570,6567.246057
183459.914941,0.771214,8.701532,0.183266,7646.963520
163236.976224,0.238164,14.313932,0.644584,7541.339677
221932.029817,0.379832,7.606092,0.187374,2658.228937
6948106.071766,0.796704,7.430782,0.349093,3678.503128
4357142.828492,0.883032,7.934215,1.455039,200.966393
14642.895665,0.399173,13.980265,0.965601,8911.048969
570307.198341,0.287022,7.588497,0.954180,6601.382163
51327597.376016,0.988626,7.960519,0.201589,5871.087705
3960105.746556,0.146094,7.941532,0.253011,3215.276182
629366.545493,0.375746,17.071451,0.932124,10427.941398
391279.562480,0.940428,17.639619,0.869088,10029.287878
7826272.292833,0.755766,7.551040,0.342401,5208.171220
266489.970270,0.577804,7.366509,0.553838,750.224258
1605427.653518,0.575253,7.999655,0.912866,2559.730216
524278.279106,0.672141,8.335256,0.333783,8826.171844
3866328.585603,0.833832,14.227403,0.459720,7838.808621
2343282.609151,0.495573,7.777004,1.296882,1203.611489
248479.782473,0.719852,17.676496,0.863386,9287.419884
161084.446274,0.591742,12.452167,0.416024,9077.010568
1717773.466149,0.143866,7.694514,2.717702,503.190627
991142.945270,0.129571,7.443309,0.553530,3132.811627
4598904.113593,0.851464,7.629577,0.463529,7043.416005
693183.795825,0.312151,8.523311,1.158059,511.873193
12380404.661054,0.806104,7.893650,0.167499,6227.894247
51306.117992,0.341199,15.243173,0.194451,8232.777870
1776179.119043,0.687429,7.358890,0.158117,3452.537727
153551.823400,0.631744,20.618961,0.408855,7810.357715
410601.996955,0.461651,23.690084,0.809317,12526.370383
886959.562481,0.744710,7.873236,0.083450,3100.427062
1061874.720917,0.398089,7.418380,1.213041,5042.813508
9136677.196273,0.078636,8.471524,0.469458,6473.833487
3774.874297,0.008524,8.172218,48.853611,4.352741
282232.478774,0.576255,7.336699,1.621506,82.778515
277127.503415,0.563554,7.485700,1.018654,5450.444857
96194.303926,0.403263,17.831483,0.396900,11162.912353
211929.542586,0.162303,15.503558,0.637096,11634.679931
6455133.763203,0.887282,15.588991,0.517517,8052.110452
1735585.687390,0.807854,13.986860,0.311692,6935.416352
77937.224231,0.749646,13.313223,0.720807,10202.689039
851801.562611,0.605937,9.405377,0.085059,6908.072802
380034.767449,0.752589,9.163866,0.456561,8569.595520
984944.854094,0.836525,8.000099,0.369676,7158.538898
3569131.573009,0.874642,7.704236,0.125632,7238.198743
1485126.924099,0.639439,7.388825,2.416670,658.415312
263825.303467,0.344443,7.594916,1.153450,1038.493357
17942.721155,0.138454,17.014324,0.141700,8143.171107
114719.818421,0.311089,7.972208,1.140367,6887.560572
38538.180387,0.113210,8.085011,1.518419,2189.016307
3512439.551516,0.204667,7.932095,0.144804,7017.234428
14857497.451828,0.776313,7.775907,0.522215,4185.395215
1918186.165002,0.786576,7.474098,1.053094,4410.897127
434875.422494,0.750755,7.446901,0.216705,1055.015412
2573710.716740,0.649823,7.929675,0.353541,6609.494218
5825594.756046,0.939168,7.353352,1.462765,1077.059157
4503127.329408,0.828589,8.074783,0.799389,6334.630777
14074.620247,0.270767,19.825732,0.874580,9788.942629
385818.942059,0.379547,18.518843,0.451751,11664.257101
562862.559983,0.430048,14.918688,0.762343,10061.873755
5621114.470983,0.939865,8.483296,0.988563,3843.882599
3100239.877862,0.809166,7.617477,0.130043,2064.101143
1634781.481330,0.624134,8.441452,0.863122,7520.789327
3241816.347451,0.849772,7.334010,1.102402,72.780759
1464708.521150,0.815448,15.101560,0.195739,8059.089659
7188140.552876,0.628411,7.842952,0.292795,4669.071423
4040773.935962,0.212086,7.597412,0.214253,6292.165242
729214.216128,0.751381,7.610221,0.585493,3378.519983
205809.172949,0.568560,7.418619,1.222860,1774.814089
942086.186179,0.844998,7.793096,0.534127,2791.474901
1148840.706835,0.738324,14.202781,0.685002,10511.972883
2791.691870,0.136870,17.152152,0.529226,13357.261356
9269398.766303,0.964329,8.177663,0.297140,3961.841532
4733598.469955,0.716008,7.339738,0.742538,539.142472
3354331.507533,0.545021,8.268292,0.731794,7882.425486
42530.286158,0.552477,11.716228,0.481853,7088.396298
1576777.364054,0.804588,13.857014,0.235412,7286.977251
214524.622766,0.257771,7.776962,0.798489,4931.201674
1224840.774458,0.627729,7.776327,0.488511,1690.617121
473268.275253,0.533578,22.535230,0.123029,11609.986053
2093539.097536,0.906738,7.198101,0.667496,6628.345123
4710425.375504,0.834277,8.678070,1.021539,7978.931727
5385445.425230,0.915843,7.365481,0.271571,1234.013482
7344989.661365,0.420561,7.603564,1.260232,3809.783239
732898.912196,0.833249,7.926633,1.422852,417.509118
524538.106354,0.597278,8.094152,0.680145,5794.825183
98020.516619,0.742555,12.510964,0.337487,8474.907552
550068.994108,0.795728,8.345470,0.843545,6186.107141
274043.299701,0.880203,13.243958,0.235415,10397.876982
173218.288629,0.582087,12.292482,0.515701,8392.126176
5677056.055857,0.928648,8.121520,0.967753,6517.176983
9882357.108890,0.155374,7.510793,1.148772,399.140365
1155002.117230,0.268076,20.617967,0.247891,10097.084701
1452009.560846,0.489280,8.235348,0.787927,744.044159
2172796.008753,0.766601,7.351282,0.660973,3629.678944
4.034233,0.000000,6.995385,0.999226,9244.094450
585351.724580,0.372451,7.553059,1.174626,4480.412757
128849.520811,0.150080,12.631456,0.874360,5910.805213
312419.083271,0.281113,16.150544,0.669139,9219.830384
3685078.236524,0.806579,7.599363,5.878606,15.363669
1479290.334058,0.918348,19.070763,0.908675,8086.717515
1347617.584303,0.740615,8.078628,0.261314,5346.462927
738846.062475,0.571640,8.491795,0.344035,6757.486737
4290499.674579,0.456864,7.940664,1.042472,3564.096165
18439305.684341,0.520714,8.240875,0.210350,1550.812487
520596.257354,0.450317,7.337121,1.811127,1036.413816
3426328.376462,0.914145,7.588073,0.785861,7952.881275
1068882.086238,0.556941,19.356769,0.858060,7970.432598
112945.272866,0.303206,14.873489,0.217940,9942.120706
10307751.267646,0.830713,7.366548,0.429029,5127.325736
714487.194049,0.679419,7.863627,4.289518,117.452586
2364920.159481,0.743950,7.768441,1.351345,2729.437377
519473.601628,0.733522,8.073016,0.928637,2574.859384
304129.510230,0.682705,8.662869,2.563120,307.502019
0.131264,0.000000,6.755071,0.037938,8382.815298
455204.846277,0.688725,7.588185,1.420384,3112.080823
3729358.530149,0.288750,7.721396,0.411758,3269.664130
876028.292070,0.648650,7.382246,0.411023,6774.271594
4833628.329167,0.237300,14.472814,0.419941,2394.222257
187122.352576,0.757315,7.931226,0.726879,6882.248988
13119352.456091,0.762176,8.240175,0.568952,2429.470321
54394.681084,0.780938,17.615840,0.808550,5819.096536
1850356.011709,0.499038,7.847083,0.748729,3544.220353
1416607.394888,0.641100,7.359290,0.639309,5313.470720
727604.868343,0.499663,7.595062,0.766563,1890.095332
3386551.719704,0.512409,14.223949,0.099475,6822.741102
157407.298403,0.370761,16.480175,0.484821,9110.671412
34635.853648,0.469393,14.470064,0.584356,9983.900030
659855.971479,0.624106,7.756188,0.776673,5522.339693
3835667.346728,0.726954,8.634212,0.797576,7492.006695
165910.275364,0.467861,7.999435,0.216326,5462.646025
933480.883927,0.813350,8.278757,0.614405,6406.636390
76220.443106,0.268592,8.409750,2.246824,209.657643
53323.183358,0.086711,8.387679,0.254880,7894.072098
8341699.327085,0.575835,8.065208,0.288732,6568.010076
95008.234895,0.553718,8.232216,0.868589,9036.011137
1410439.047608,0.332674,7.510590,1.675952,408.040066
342631.150122,0.903407,17.245367,0.678071,10419.639581
3970222.217374,0.841533,8.439022,0.817516,7577.916467
3085810.155138,0.629339,7.990358,0.870363,8844.633542
1404213.957410,0.724432,8.087432,0.253054,714.064100
193110.284498,0.328020,14.258139,0.849057,10131.201192
2435974.963991,0.580699,28.449207,0.648738,11652.643170
5688663.377047,0.705164,7.448223,1.209143,1504.157376
279219.771515,0.768613,14.681840,0.286952,12616.041164
1037017.431217,0.757225,17.717612,0.830216,9411.634027
10896185.512124,0.926358,7.456070,0.739195,4610.691919
198081.448128,0.088298,14.256531,1.615413,1245.107255
1950119.733890,0.838217,8.475174,0.329391,6281.534274
49067.537846,0.894884,21.183289,0.282166,11497.520343
6503843.681010,0.929979,7.571033,2.819191,98.662746
7168916.244048,0.947323,7.512678,0.176816,4464.061575
1338128.367774,0.381356,8.512583,1.497507,1999.480428
23302.895737,0.128741,7.759592,0.384174,6045.656262
886417.775734,0.767955,7.682029,0.121136,6585.753329
2555608.746089,0.962715,10.899436,1.007773,8529.542357
13950.966481,0.995117,9.181073,0.536388,12220.489629
2252211.815734,0.546281,8.085113,1.091821,6542.958426
1197414.168774,0.594688,7.450006,0.361606,958.372608
3079409.513177,0.929911,7.362164,0.705046,2768.508794
1091229.764220,0.442112,7.885041,5.676133,52.473886
1917142.981279,0.857234,7.763828,2.104847,691.323347
7351425.363400,0.527381,7.668761,0.962771,3114.527742
144375.697654,0.713357,8.292131,0.454877,8957.229265
17541.570426,0.566306,14.564525,0.910903,5932.111674
9632150.100938,0.751168,7.648463,0.752070,629.664143
127260.659473,0.621660,16.015537,0.659910,8251.469922
673399.099875,0.763435,19.246879,0.438623,10598.587290
1740811.762442,0.845600,7.676984,0.834410,1511.725280
13642476.932847,0.813614,7.811638,0.300866,4636.969714
1629390.483505,0.855829,7.777130,1.158041,4604.885321
829920.060171,0.356902,7.726684,0.701171,2926.471111
252470.152307,0.318629,7.884861,1.403011,2800.751757
9499448.282152,0.251855,7.874975,1.543824,1666.142386
332055425.667908,0.982533,13.831010,0.544925,7957.686651
3650741.238982,0.310354,8.253061,0.318427,4013.545024
2711591.640521,0.400552,7.453587,1.211911,5287.178395
124426.019774,0.770929,10.236583,0.945674,7682.115565
9749072.640984,0.344355,7.460804,1.579195,2488.023238
5302142.281893,0.575772,8.434405,0.610180,5443.020676
6288166.321324,0.689185,7.760201,1.198359,3995.361618
179784.086867,0.344785,8.368228,1.028295,7318.301749
398152.518143,0.142698,7.680461,3.157499,171.780003
3385894.485131,0.681311,7.745604,0.527552,6251.376516
4373660.391120,0.248252,8.495779,0.238767,3089.475975
122989.246700,0.686791,23.219014,0.151021,7865.225270
12909086.276172,0.921637,8.235078,0.497136,3864.113420
2134235.521305,0.687173,15.109666,0.757627,9097.514390
2035887.403850,0.758215,19.471073,0.206192,9827.633473
149328.509296,0.364654,18.384548,0.475926,11579.791746
116687.557979,0.167346,7.460194,1.112463,6100.351310
1962298.350083,0.775775,7.602060,0.579469,4625.388562
387390.603178,0.725461,7.799123,0.140649,6404.447566
1841277.815905,0.329786,7.511743,0.947493,1983.019665
38611.467126,0.258769,7.584651,0.437047,6770.527560
12404376.641294,0.393594,8.239856,1.247667,4867.720863
614995.126870,0.650270,7.692398,0.101560,6263.729768
87325.917254,0.616448,8.152536,0.456105,7080.348955
4790077.924221,0.911656,8.269392,1.156563,2846.311797
18748.525900,0.773270,19.824528,0.182694,12399.358545
2478836.899365,0.141074,7.940120,0.834770,5878.685809
886996.203224,0.917845,8.186180,0.492709,6199.568872
18734.970340,0.344185,11.493376,0.421819,9546.443884
215263.672737,0.721530,7.956545,0.456055,7998.277370
590735.932972,0.715192,7.334025,0.177903,732.972540
649259.629496,0.648397,7.562062,0.687783,8269.608994
5223050.716661,0.916809,8.090449,0.689414,2561.186506
181546.941989,0.409758,8.233919,0.477239,3204.731368
219841.777647,0.264996,10.775853,0.941818,7139.120620
400388.466433,0.661429,11.944143,0.789132,8632.860789
207617.983211,0.481146,7.604080,0.608068,2049.789133
9463983.682932,0.764985,7.632483,0.084459,47.852541
45559.386354,0.449790,18.117198,0.638364,11580.163348
756431.584042,0.743467,7.525549,1.610895,1215.249260
79312.490501,0.469079,7.482954,0.297435,6621.172220
3892554.885125,0.839327,7.955793,0.812317,3272.006462
55133.426350,0.115984,17.134676,0.361119,10919.837631
321223.948339,0.083096,15.453289,0.919418,8658.771769
67262.431733,0.089918,8.632114,0.258963,7468.021563
2925239.113025,0.528337,7.669644,1.194854,4186.860808
1.294311,0.048492,12.432089,0.460751,10659.190204
4547567.551182,0.528620,8.410781,0.334089,5040.142005
41504.705770,0.720462,14.738582,0.609939,11610.948496
1931523.118996,0.498317,7.703920,0.395325,5043.544310
747813.746888,0.830146,16.322491,0.719934,11023.507023
5878335.950932,0.677388,7.769399,0.969341,6828.846170
1098899.574049,0.897662,16.349041,0.198113,10736.534435
2746694.848464,0.551938,7.475394,0.391350,1843.746368
210003.097375,0.672607,7.717015,0.735602,7968.038860
1150310.376323,0.451875,7.589603,1.201479,5493.128435
208333.975314,0.236639,7.404234,13.052195,10.464549
229659.240521,0.759324,17.109677,0.441499,7565.516345
3098922.271176,0.537566,30.398660,0.712144,10704.166863
7516393.656170,0.903691,8.226359,0.748135,1805.658381
165793.899011,0.266939,7.927692,0.499858,1632.893968
128409.446153,0.445456,7.720142,0.888979,4972.511319
2086105.342098,0.072220,7.405686,1.125396,6851.831782
20154.113857,0.496083,20.398415,0.757908,10355.956238
2529847.743975,0.833348,7.600505,0.355956,2997.371036
5908735.788173,0.639889,8.185391,0.566516,5897.434946
10081042.766531,0.948408,8.094256,0.186571,4009.880623
525653.827664,0.684519,7.775860,0.493123,1409.790644
3742334.189042,0.400707,7.916545,0.891425,7268.232137
48781.391646,0.363672,8.197877,0.870547,7667.828148
5947488.548492,0.741353,7.820444,0.909246,6535.204798
760096.368242,0.227208,7.377432,0.934884,5521.039163
1982234.232074,0.621551,7.928001,2.238763,433.160168
12591368.893529,0.956362,16.006716,0.706329,8455.249839
959919.055269,0.912236,15.985499,0.081212,11757.254105
352031.483274,0.536695,8.135496,0.586582,3217.216765
640310.660839,0.484321,7.927058,0.893498,7051.407160
8049887.010764,0.513147,8.086302,0.224130,1779.170594
2024148.287345,0.921465,7.586999,1.039084,4695.776699
114273.333355,0.617226,8.628526,1.043224,7570.816165
773159.422129,0.812791,7.676013,0.294372,8573.262296
107257.418744,0.496055,8.473149,0.088089,5769.689584
25.723787,0.055005,7.907021,1.177573,5080.857442
4401152.583725,0.343092,7.468911,1.190174,4949.412533
2651566.251881,0.912389,7.760170,0.577226,4211.687464
7601670.927478,0.774668,7.484488,1.149580,4101.198806
562123.179854,0.167595,8.798351,0.694736,5784.221824
4.902888,0.037659,7.525758,1.043531,3084.444483
7671947.192796,0.423822,8.003892,0.300013,6410.158998
9761970.215194,0.862426,7.564416,0.176131,7293.167042
1536892.587854,0.773647,27.707887,0.576946,12717.663992
473180.142315,0.356187,8.238985,0.886571,1058.160083
382457.062067,0.667023,15.646876,0.171856,10561.929776
2586500.286490,0.502211,21.473169,0.721283,9854.644293
2527348.029589,0.427171,7.611320,0.484115,7939.880918
185134.671545,0.345468,30.775649,0.426043,10878.387448
3144631.924984,0.423403,8.337582,0.096710,8585.326201
5052138.080535,0.679084,7.512107,0.387635,3542.816968
6304668.293981,0.925998,7.494923,0.700242,8343.815604
20953785.678766,0.452953,8.263319,0.105953,7045.128838
849788.354978,0.835837,7.467197,0.706141,5191.597646
403654.034195,0.506639,7.905625,0.808988,2045.444387
1625403.526227,0.780796,8.698750,0.405265,5489.531754
2128419.398263,0.802757,20.559116,0.090512,5859.265612
2997333.436719,0.793603,7.345630,0.376229,4172.031644
30239.381538,0.489338,13.868072,0.669061,8716.590257
2458159.898633,0.409051,8.238036,0.712004,2025.605999
20268954.588095,0.882679,8.407984,0.632749,109.534651
5964533.884216,0.726410,7.860542,0.295043,641.024387
5526357.714260,0.929378,8.167607,1.254309,3410.666249
1798147.910189,0.754130,7.999560,0.426763,3993.745953
56715.909385,0.570181,8.375744,0.143857,8546.730853
13046924.645267,0.757921,7.769647,1.629783,2177.238909
1948824.852748,0.484527,7.606446,1.026082,4933.567313
5231112.837690,0.508250,7.932089,1.227108,3234.209960
5085516.373964,0.651132,19.538294,0.344568,11316.726778
2153815.008829,0.923003,8.165272,0.951291,6797.458581
1230043.986199,0.721419,7.537509,2.755865,26.120856
251602.660560,0.336253,15.499506,0.744208,10509.297227
653539.759266,0.878839,7.817830,1.046781,7594.928499
1061107.327572,0.508538,7.669012,0.599975,6449.798499
8828165.881168,0.698885,14.736075,1.149970,6260.195357
2840504.371896,0.175798,8.406508,1.075182,8091.985299
2247596.015058,0.195813,7.798571,1.108515,6780.975968
2316400.779081,0.926717,7.723760,0.208422,7242.926618
1906451.766141,0.645667,7.612063,0.826454,7228.780125
363849.724390,0.435309,7.511474,1.049465,2066.293916
3034273.780940,0.842768,7.798610,1.328873,3419.799153
750916.815476,0.477614,35.625227,0.224106,10240.150415
0.204383,0.000000,10.332519,0.025672,12073.211542
393556.626221,0.840975,18.594761,0.837937,7860.693721
1507045.253385,0.453493,7.462539,1.208890,910.854123
5.413045,0.495109,10.611089,0.179569,9833.515740
487996.296819,0.444567,7.774619,1.913047,16.900323
1512960.871152,0.299394,8.080970,0.889038,2276.471382
783866.294982,0.545630,7.440766,0.250916,6602.738865
4188646.501894,0.838682,7.461512,0.365440,7889.877110
73055.756505,0.517927,11.903550,0.327987,9831.813883
64520.811530,0.196720,8.077616,1.127098,3656.532831
4513591.939158,0.790686,18.043288,0.251834,6805.272592
1397785.718725,0.703886,8.003515,0.462134,6313.273399
1334366.141815,0.202952,7.464450,0.179048,3258.052814
18893666.081954,0.806819,8.111705,0.551706,8064.589251
1391065.475937,0.627450,7.934546,0.721887,366.326579
3407518.263103,0.636077,7.850409,0.434175,4868.268213
12952247.419997,0.334734,7.511154,0.402138,4431.361858
588387.856922,0.157419,8.407517,1.132826,4063.391561
242313.947192,0.423463,7.679656,0.302261,4124.704306
1188700.476276,0.721127,8.216913,1.251416,5220.071930
4705756.903673,0.795515,7.357197,0.474990,6104.617997
228222.113038,0.722157,14.296363,0.357232,10521.650384
1296280.883061,0.627708,7.977229,0.255501,5099.604812
5652125.426253,0.563443,7.630437,0.118407,6010.160102
8098.909571,0.385781,18.167657,0.711180,7706.691349
2537423.465223,0.199445,7.818234,5.823039,58.541384
4096127.548771,0.656810,15.485121,0.709730,8620.090568
419702.086404,0.821937,11.707361,0.338838,8750.832742
118319.431212,0.727639,17.347708,0.710778,10815.824292
2476866.096787,0.274989,7.941355,2.343736,697.015306
1706738.860670,0.829395,7.886467,0.084923,6602.839532
821858.123488,0.386805,7.852826,0.780335,6908.865364
0.235902,0.000000,14.180223,0.022181,11082.471706
2.816436,0.246980,7.751590,0.681037,7073.069244
5021198.527268,0.948412,7.843640,0.458949,6620.425599
67243.492801,0.693720,15.227261,0.974362,8893.553416
1200287.856442,0.887292,7.708025,1.448254,1705.647217
469147.245109,0.644754,7.605003,0.432737,4085.741410
1254884.047348,0.894886,13.907836,0.086354,7649.673220
98725.575786,0.731406,14.916775,0.125461,11156.360603
12545452.362173,0.715802,8.371763,0.331518,2840.237739
1065095.304352,0.633495,7.626842,0.170150,4400.445217
3980284.862855,0.845559,27.055294,0.220976,12084.007846
9978325.314537,0.659741,8.679041,1.152019,5475.721277
2992514.738398,0.867800,7.507293,0.648028,6788.742070
1267394.661560,0.706643,10.948301,0.648056,10336.735966
1160360.446464,0.854997,7.975687,0.291210,5481.638034
147403.019437,0.259600,7.886696,0.483731,2406.917822
66778.053931,0.839427,20.668793,0.787133,9674.150550
3036049.548268,0.219427,7.463425,1.682974,2066.108873
22422.575105,0.339155,15.239649,0.233273,10260.173710
9177248.537393,0.832801,7.498853,0.151554,5102.692232
27934886.706929,0.610574,8.384103,0.315728,1409.901676
662154.775997,0.845051,7.461440,0.342133,3608.564910
760544.733563,0.659798,7.480104,0.281568,7478.165686
0.929002,0.041898,8.669856,0.913462,5161.097816
0.143292,0.000000,8.342090,0.034748,11107.640094
546731.831403,0.571026,8.002738,1.526518,1741.932817
388309.779907,0.469745,7.739408,0.994497,2240.673393
211000.408038,0.038477,37.079264,0.216546,11156.006644
943874.452676,0.764719,8.300267,1.055110,7492.592916
4439159.868094,0.290884,7.511537,1.198579,4986.738165
938983.213800,0.573468,8.433744,0.409458,8682.426810
37818.406712,0.458937,15.223934,0.769792,10998.266389
4433267.450435,0.680287,7.833289,0.184111,7432.474998
147071.404531,0.328049,32.393892,0.236674,12113.642337
0.080686,0.000000,3.060428,0.060406,11156.718032
311929.943958,0.880802,12.260172,0.407285,8640.210762
727240.675846,0.646155,7.514223,0.460788,4556.390446
6983.584006,0.186677,19.119200,0.197681,10533.857481
924603.657304,0.776373,8.365107,0.693033,3944.065974
479813.215701,0.360651,7.807090,1.869287,1115.687991
5904281.122058,0.905386,7.368099,0.552075,5798.855731
14266699.441817,0.864676,7.996647,0.391000,1549.598165
5652589.191374,0.948690,8.226464,1.020343,39.319173
32723.424175,0.625383,12.740132,0.458364,8840.116064
7784355.240941,0.751827,7.827582,0.337014,1831.909098
411546.862265,0.756468,8.251103,0.667047,8806.761614
2780472.219680,0.681084,7.956020,2.620928,336.413754
2.511995,0.000000,5.806761,0.940483,9742.709282
215086.936204,0.440218,16.146439,0.218268,8577.079742
848147.279537,0.816722,17.860949,0.493445,10630.036716
320224.340756,0.280737,7.769644,0.798950,3723.856658
4847280.977530,0.894523,7.933418,1.740497,1260.677110
932806.276669,0.573920,17.942401,0.855200,7939.666404
2149810.213771,0.968209,15.509344,0.239000,8404.262623
176767.538228,0.459218,7.870911,0.214510,8212.086776
220078.384729,0.509212,19.062380,0.811766,12205.678467
147559.969586,0.487571,17.573291,0.591870,10997.566432
5608562.583305,0.807716,23.129617,0.648998,9527.106737
108744.159518,0.289523,18.313812,0.414797,12451.401036
149418.741458,0.639535,19.305268,0.341846,9752.322361
441289.305472,0.429985,19.969707,0.171939,8605.837424
835957.787021,0.550231,7.776934,1.119600,3523.374982
6569684.806123,0.890168,7.400064,1.310072,1953.403336
777125.203641,0.777190,7.590172,0.229827,5710.222647
10389788.219560,0.045242,7.593136,0.565320,5907.865731
2842872.672750,0.383674,7.511048,0.197719,3484.472792
4140000.836619,0.598122,7.513147,0.885190,4461.463260
74104.157300,0.201465,7.830907,0.413597,5125.742520
83857.319532,0.342862,8.117365,0.588064,7198.958872
2122908.798566,0.172265,18.252976,0.289075,8464.865006
393459.534379,0.524534,17.537344,0.730977,10723.288555
706104.487752,0.658332,7.619367,0.527042,7070.906316
2670843.908875,0.789499,8.402451,0.658672,9025.558078
1820141.975542,0.592179,8.600983,0.374190,7261.215502
716197.474873,0.530558,7.337381,0.782660,92.551734
2489884.939451,0.841155,9.928729,0.108097,8575.670309
2542235.919038,0.517194,15.837150,0.293754,11270.819797
2640490.771594,0.564665,7.492522,0.507976,7184.740876
135417.068267,0.334927,7.487607,0.342249,425.874067
0.202701,0.000000,8.153996,0.025191,9397.932022
38212.777625,0.521502,18.189388,0.388884,10292.314986
25262.392806,0.344708,13.612214,0.249804,9943.094751
17738.520214,0.491622,15.811560,0.387749,10043.157089
553584.629331,0.641135,17.729831,0.431791,8259.059816
1326533.126532,0.395487,7.811776,0.399021,3150.513647
1.215401,0.663470,5.779452,0.408605,10602.982361
6675088.382902,0.756330,7.680588,0.779783,185.793366
2590205.453141,0.583836,7.973310,0.985879,7974.363718
67222.445622,0.710682,15.519759,0.407908,9152.377444
128543.375816,0.536167,22.619654,0.395434,9976.812779
5618098.013221,0.263170,15.117612,0.085940,7703.883165
18374.014761,0.378320,12.886031,0.602103,10670.261075
2241973.169881,0.640642,7.415992,0.332475,6237.081307
335159.285000,0.524188,20.988879,0.702335,11000.677720
192126.098857,0.500392,8.027239,1.276143,2460.232899
1247430.866005,0.122306,11.433898,0.905752,9918.100670
1900662.978462,0.476716,8.042536,0.935849,5442.037587
2.109422,0.000000,8.273547,1.008746,7997.228967
204276.665381,0.647914,8.339452,0.160698,7887.744606
140713.028452,0.581392,20.628296,0.228452,9307.089897
182654.262332,0.378088,18.110801,0.653515,11014.948004
253355.730644,0.303022,7.776967,0.588530,3770.989044
10050420.638439,0.350178,8.233314,0.151403,3461.633059
918237.618802,0.570908,7.481414,0.432002,6374.754820
1176927.205850,0.909472,14.449628,0.409033,10469.113321
1726506.666662,0.679203,8.099241,0.083888,8737.071072
3.762391,0.000066,8.234361,1.034699,6768.689137
30428.510823,0.059366,14.594962,0.405405,9240.987864
3184992.972494,0.276549,15.035609,0.353624,8449.956730
3550576.340006,0.444574,7.979358,1.038211,214.931572
5190487.017977,0.912172,8.094677,0.335195,1873.061359
123992.633160,0.397810,7.787380,1.130248,4613.125507
135916.571415,0.844446,14.122803,0.288445,8604.556691
618244.526288,0.471379,7.927435,0.687907,4023.869667
503895.263061,0.573664,7.923054,0.900551,2216.493624
133129.155857,0.415355,8.240298,1.038370,2449.308997
8187589.502834,0.453728,7.354796,0.405057,4688.151636
4948683.922413,0.213082,8.147977,1.055820,3918.050094
5941106.022003,0.491607,8.383955,0.731121,3084.864849
718513.907142,0.659653,15.666746,0.494306,9020.307418
4652810.639787,0.800752,7.372261,0.409438,3646.571707
